scenario_class,pathway,response_count,mu_lnM_T,sd_lnM_T,cov_M_T,median_M_T,mu_lnM_S,sd_lnM_S,cov_M_S,median_M_S,mu_lnM_capacity,sd_lnM_capacity,cov_M_capacity,median_M_capacity,mu_lnM_response_time,sd_lnM_response_time,cov_M_response_time,median_M_response_time,mean_response_model_factor_cov,median_sd_eta,boundary_hit_fraction
heterogeneous storage,Lagging Darcy no-leakage,2073,-0.35354223688188335,1.0770048277875313,1.4797769997789425,0.9511520464574271,0.04221305986974229,0.6138476202713489,0.6764804001649155,1.1099297336984115,-0.35354223688188335,1.0770048277875313,1.4797769997789425,0.9511520464574271,0.39575529675162563,0.8173866012804395,0.9749710126111203,1.3023849291458915,0.35795562914991264,0.1890782083666492,0.0
heterogeneous storage,Hantush-Jacob leaky,11,2.314280665023546,2.0371680375916967,7.901734069227159,24.497711828212193,-4.137702547501231,3.062596080158379,108.82108965639978,0.010897180164883785,2.314280665023546,2.0371680375916967,7.901734069227159,24.497711828212193,-6.451983212524778,4.345993060881145,12629.969992854558,0.0003058599514275793,1.2315834287628014,1.1267031323200862,0.0
homogeneous confined,Lagging Darcy no-leakage,2139,-0.33906200977062534,0.8828608829830926,1.0863969174479078,0.9567311544691208,0.022901122588088556,0.4184155865136854,0.43741458196294314,1.0595357879729999,-0.33906200977062534,0.8828608829830926,1.0863969174479078,0.9567311544691208,0.36196313235871397,0.5714464989148118,0.6214330883205363,1.1612992255680428,0.32051634963904546,0.1309938708563031,0.0
homogeneous confined,Lagging Darcy with leakage,133,-0.06307309844378932,0.262914026348551,0.2675235416879283,0.9311579122099115,0.11086208295785323,0.2416503873689454,0.2452214715352772,1.1030461998581,-0.06307309844378932,0.262914026348551,0.2675235416879283,0.9311579122099115,0.17393518140164255,0.4887429875315334,0.5194353464515797,1.1911291679459268,0.028774185951005404,0.0116751607822895,0.0
homogeneous confined,Theis confined,1293,0.09415466690007673,0.5626247771358767,0.6102296685254365,1.1039922218867837,-0.0028057742524127396,0.3344746908400087,0.3440511227743394,1.0195115650414999,0.09415466690007673,0.5626247771358767,0.6102296685254365,1.1039922218867837,-0.09696044115248949,0.3424499876955478,0.3527395995600465,0.9167287337043251,0.5714767862216725,0.4147925793536079,0.0
homogeneous confined,Hantush-Jacob leaky,8,3.069291308341577,1.0956043914316833,1.523573361450496,33.477390534889686,-6.128621301139153,1.2399600785903961,1.9112686877218688,0.0011820308892809283,3.069291308341577,1.0956043914316833,1.523573361450496,33.477390534889686,-9.19791260948073,2.074265960522032,8.537571732891273,3.9633286387075694e-05,1.4979134709119664,1.1125709412653961,0.0
vertical leakage,Lagging Darcy with leakage,1303,0.07493935104481464,1.021752700743614,1.3566487041526476,1.082652942631473,0.11707605463378763,0.8014197358037184,0.9491035824501858,1.1188752623968,0.07493935104481464,1.021752700743614,1.3566487041526476,1.082652942631473,0.04213670358897299,0.6113842552912113,0.6732257927597055,0.9755584558037611,0.061942541757881636,0.0045060885529899,0.0
vertical leakage,Lagging Darcy no-leakage,822,-0.016457456779653417,1.5025163945902715,2.9256951425796514,1.0140696822170323,0.41383321765697156,0.851602966276371,1.0320858062110052,1.3346782507267894,-0.016457456779653417,1.5025163945902715,2.9256951425796514,1.0140696822170323,0.430290674436625,0.8526315404789407,1.0338396599906603,1.3434601864822275,0.6499814991646649,0.5551797737831056,0.0
vertical leakage,Hantush-Jacob leaky,208,0.8208011165508193,1.6179921162659132,3.5646722304993004,1.5123475485414313,-0.8345397463499048,2.55371102696684,26.049112238030375,1.1060214538317168,0.8208011165508193,1.6179921162659132,3.5646722304993004,1.5123475485414313,-1.6553408629007242,3.2763544362918737,214.27030078282934,0.8015899121431124,0.4623643376798865,0.29755129154643023,0.0
vertical leakage,Theis confined,1020,0.711956808098388,0.892413240021056,1.1034248818528523,1.5808109568009607,0.389472846645426,0.5536455683885686,0.5989100779302486,1.2652957458815073,0.711956808098388,0.892413240021056,1.1034248818528523,1.5808109568009607,-0.32248396145296215,0.5192255769792861,0.5562681764767932,0.7922872268972416,0.5934027715687165,0.4627796261245968,0.0
