scenario_id,scenario_class,obs_layout,duration_days,dx_m,domain_m,sigma_ln_k,sigma_ln_s,leakage_b_m,boundary_type,support_effective_radius_m,support_diffusion_radius_m,support_observation_max_radius_m,support_leakage_limit_m,support_boundary_limit_m,support_target_spread,fixed_radius_130m_T_ratio_to_effective,fixed_130m_reference_status
mega_heterogeneous_storage_00559,heterogeneous storage,mixed4,5.0,10.0,805.0,0.7984558566733835,0.1446303327108143,,none,220.4540768504862,220.4540768504862,200.0,,392.5,1.7592032074170927,0.8319613248347847,sensitivity comparison only
mega_heterogeneous_storage_00560,heterogeneous storage,mixed4,1.0,10.0,1005.0,0.4325436611301549,0.2454967905401233,,none,100.0,98.59006035092996,200.0,,492.5,1.1284801040327235,1.062724483033148,sensitivity comparison only
mega_heterogeneous_storage_00561,heterogeneous storage,far4,10.0,7.5,1205.0,0.3174003276483329,0.2897471117560037,,none,311.769145362398,311.769145362398,200.0,,595.0,1.2130857270197015,0.8503642525596485,sensitivity comparison only
mega_heterogeneous_storage_00562,heterogeneous storage,dense5,2.0,7.5,605.0,0.6976875851748741,0.3465105724890664,,none,139.42740046346694,139.42740046346694,200.0,,295.0,1.2656911503992438,0.9950888696163857,sensitivity comparison only
mega_heterogeneous_storage_00563,heterogeneous storage,far4,5.0,5.0,1005.0,0.3402081383422402,0.9577516505838708,,none,220.4540768504862,220.4540768504862,200.0,,497.5,1.075880332040273,0.9760793338091042,sensitivity comparison only
mega_heterogeneous_storage_00564,heterogeneous storage,near4,5.0,10.0,1205.0,0.7912240121909482,0.6262727474131513,,none,220.4540768504861,220.4540768504861,50.0,,592.5,1.4779915353756916,0.9112828190768679,sensitivity comparison only
mega_heterogeneous_storage_00565,heterogeneous storage,dense5,2.0,10.0,605.0,0.8997080223365719,0.5630951455604061,,none,139.42740046346685,139.42740046346685,200.0,,292.5,3.475528326402984,1.0599234906444444,sensitivity comparison only
mega_heterogeneous_storage_00566,heterogeneous storage,mixed4,2.0,5.0,805.0,1.1609793554451775,0.6516258836732503,,none,139.42740046346694,139.42740046346694,200.0,,397.5,2.4035516825350025,1.0696635730779112,sensitivity comparison only
mega_heterogeneous_storage_00567,heterogeneous storage,sparse3,2.0,10.0,1205.0,0.953544651790276,0.1900861162852929,,none,139.42740046346717,139.42740046346717,200.0,,592.5,1.2136762345897314,1.0178704358379678,sensitivity comparison only
mega_heterogeneous_storage_00568,heterogeneous storage,near4,1.0,7.5,405.0,1.1855201976432308,0.7411389437546162,,none,98.59006035092985,98.59006035092985,50.0,,195.0,1.3206271253948132,0.928069880327389,sensitivity comparison only
mega_heterogeneous_storage_00569,heterogeneous storage,standard4,10.0,7.5,1005.0,0.4030121242810863,0.9289370255155528,,none,311.76914536239786,311.76914536239786,100.0,,495.0,1.5496970925932425,1.0528934028669987,sensitivity comparison only
mega_heterogeneous_storage_00570,heterogeneous storage,mixed4,5.0,10.0,805.0,0.28418678699659,0.3166513749396914,,none,220.4540768504861,220.4540768504861,200.0,,392.5,1.2349546251141834,1.0269002674276195,sensitivity comparison only
mega_heterogeneous_storage_00571,heterogeneous storage,dense5,1.0,7.5,805.0,0.2262258407375981,0.2013836996753752,,none,100.0,98.5900603509298,200.0,,395.0,1.2596557688338679,0.9822007985781517,sensitivity comparison only
mega_heterogeneous_storage_00572,heterogeneous storage,near4,1.0,10.0,1005.0,0.4223992934949122,0.2033442027146042,,none,98.59006035092993,98.59006035092993,50.0,,492.5,1.244206015172029,0.9891854941756951,sensitivity comparison only
mega_heterogeneous_storage_00573,heterogeneous storage,near4,5.0,7.5,1205.0,0.3182900134500072,0.2059598698792322,,none,220.45407685048602,220.45407685048602,50.0,,595.0,1.1240585729484194,0.9332118795952236,sensitivity comparison only
mega_heterogeneous_storage_00574,heterogeneous storage,mixed4,5.0,10.0,605.0,0.2780929408663787,0.1514301175417375,,none,220.45407685048582,220.45407685048582,200.0,,292.5,1.2952963898972394,1.0725398749218833,sensitivity comparison only
mega_heterogeneous_storage_00575,heterogeneous storage,dense5,2.0,5.0,605.0,0.9519231254546214,0.9851342737475002,,none,139.4274004634671,139.4274004634671,200.0,,297.5,1.1141122194659927,1.0083784877655861,sensitivity comparison only
mega_heterogeneous_storage_00576,heterogeneous storage,far4,1.0,7.5,605.0,0.8966892773569711,0.9326028210321444,,none,100.0,98.59006035092989,200.0,,295.0,1.1682169611995517,1.0602517618281844,sensitivity comparison only
mega_heterogeneous_storage_00577,heterogeneous storage,near4,10.0,7.5,1005.0,0.7044018344376618,0.5821374224717655,,none,311.76914536239775,311.76914536239775,50.0,,495.0,2.2550720912123072,0.5464710501983747,sensitivity comparison only
mega_heterogeneous_storage_00578,heterogeneous storage,mixed4,2.0,7.5,605.0,1.1485172627182054,0.5337824088161766,,none,139.42740046346694,139.42740046346694,200.0,,295.0,1.9137479126536305,0.9285491950434149,sensitivity comparison only
mega_heterogeneous_storage_00579,heterogeneous storage,sparse3,5.0,10.0,805.0,0.2225971485028035,0.4527970933701746,,none,220.4540768504861,220.4540768504861,200.0,,392.5,1.2283243692812886,1.0201206492025354,sensitivity comparison only
mega_heterogeneous_storage_00580,heterogeneous storage,mixed4,1.0,5.0,1205.0,0.8660244698901989,0.2781988114544932,,none,100.0,98.59006035093006,200.0,,597.5,1.1240678990512167,1.041177601326733,sensitivity comparison only
mega_heterogeneous_storage_00581,heterogeneous storage,sparse3,1.0,7.5,605.0,0.4751590205113617,0.2042676490327097,,none,100.0,98.59006035092985,200.0,,295.0,1.0865151962337036,0.9701305432495726,sensitivity comparison only
mega_heterogeneous_storage_00582,heterogeneous storage,dense5,2.0,10.0,605.0,0.873645991654342,0.1064945005583908,,none,139.427400463467,139.427400463467,200.0,,292.5,1.1982350845165806,0.9992726018750554,sensitivity comparison only
mega_heterogeneous_storage_00583,heterogeneous storage,standard4,10.0,5.0,605.0,0.1761906522075617,0.1003813782335797,,none,297.5,311.769145362398,100.0,,297.5,1.073692833561377,0.9675554306936344,sensitivity comparison only
mega_heterogeneous_storage_00584,heterogeneous storage,far4,1.0,10.0,805.0,0.2516408879533812,0.4787363728053559,,none,100.0,98.59006035092993,200.0,,392.5,1.3949935311816293,0.9532774577859314,sensitivity comparison only
mega_heterogeneous_storage_00585,heterogeneous storage,sparse3,2.0,7.5,805.0,0.5694472462204864,0.494856553298541,,none,139.42740046346685,139.42740046346685,200.0,,395.0,1.3428411974954644,0.9844326790622574,sensitivity comparison only
mega_heterogeneous_storage_00586,heterogeneous storage,mixed4,10.0,10.0,1205.0,0.3969379714978164,0.4090105579148525,,none,311.769145362398,311.769145362398,200.0,,592.5,1.345654911922725,0.7942213715562388,sensitivity comparison only
mega_heterogeneous_storage_00587,heterogeneous storage,sparse3,10.0,10.0,605.0,1.0352881659866011,0.4450989379212017,,none,292.5,311.76914536239826,200.0,,292.5,2.0245149744582105,2.0245149744582105,sensitivity comparison only
mega_heterogeneous_storage_00588,heterogeneous storage,dense5,2.0,7.5,1005.0,0.3082834820244075,0.2609765614413591,,none,139.42740046346694,139.42740046346694,200.0,,495.0,1.2477229642766705,0.9960891211051719,sensitivity comparison only
mega_heterogeneous_storage_00589,heterogeneous storage,far4,5.0,5.0,605.0,0.5359139594976221,0.7549327929592203,,none,220.45407685048602,220.45407685048602,200.0,,297.5,1.7609396087631675,0.995247702000621,sensitivity comparison only
mega_heterogeneous_storage_00590,heterogeneous storage,dense5,2.0,10.0,1205.0,1.0471378440672028,0.6452738768954418,,none,139.42740046346717,139.42740046346717,200.0,,592.5,1.7535466054184643,1.0080497970256732,sensitivity comparison only
mega_heterogeneous_storage_00591,heterogeneous storage,dense5,10.0,7.5,605.0,0.4842528292373057,0.6273379363045771,,none,295.0,311.76914536239775,200.0,,295.0,1.2053088983281375,0.9182619048133016,sensitivity comparison only
mega_heterogeneous_storage_00592,heterogeneous storage,dense5,10.0,7.5,605.0,0.3946081870667724,0.4410664109629764,,none,295.0,311.76914536239786,200.0,,295.0,1.1230961708761502,1.004130890279863,sensitivity comparison only
mega_heterogeneous_storage_00593,heterogeneous storage,dense5,1.0,10.0,805.0,0.385171762566119,0.3617780085387717,,none,100.0,98.59006035092993,200.0,,392.5,1.2874810171393436,1.0118063072179975,sensitivity comparison only
mega_heterogeneous_storage_00594,heterogeneous storage,mixed4,5.0,7.5,805.0,0.9060315605108098,0.5962531363927394,,none,220.45407685048582,220.45407685048582,200.0,,395.0,1.6073182014353544,1.0006604753741786,sensitivity comparison only
mega_heterogeneous_storage_00595,heterogeneous storage,far4,1.0,10.0,1005.0,0.7576479734946617,0.2542552642216476,,none,100.0,98.59006035092985,200.0,,492.5,1.3735470380518267,0.9489662612155444,sensitivity comparison only
mega_heterogeneous_storage_00596,heterogeneous storage,dense5,2.0,5.0,1005.0,0.5883309357957633,0.9966161272581688,,none,139.427400463467,139.427400463467,200.0,,497.5,1.5995456437545967,0.9687715465798344,sensitivity comparison only
mega_heterogeneous_storage_00597,heterogeneous storage,near4,10.0,10.0,605.0,1.1637479322795334,0.9403410889727244,,none,292.5,311.76914536239786,50.0,,292.5,2.3435093402505447,1.0921997984781406,sensitivity comparison only
mega_heterogeneous_storage_00598,heterogeneous storage,far4,10.0,7.5,1205.0,0.4578634954894364,0.2677476075220137,,none,311.769145362398,311.769145362398,200.0,,595.0,1.2685067437599766,1.0880914740529593,sensitivity comparison only
mega_heterogeneous_storage_00599,heterogeneous storage,near4,10.0,5.0,1005.0,1.081632660131144,0.1604284057741686,,none,311.7691453623984,311.7691453623984,50.0,,497.5,1.6787372006948174,1.1437554613855905,sensitivity comparison only
mega_heterogeneous_storage_00600,heterogeneous storage,standard4,2.0,10.0,605.0,1.070633621920348,0.8056180601768899,,none,139.427400463467,139.427400463467,100.0,,292.5,1.3614882442207192,0.9777850308449695,sensitivity comparison only
mega_heterogeneous_storage_00601,heterogeneous storage,standard4,1.0,7.5,1205.0,0.8453497046818079,0.9228174376558844,,none,98.59006035092989,98.59006035092989,100.0,,595.0,1.4914969022401272,0.8557507711453651,sensitivity comparison only
mega_heterogeneous_storage_00602,heterogeneous storage,mixed4,1.0,7.5,1205.0,1.1585367079985545,0.7059102400382175,,none,100.0,98.59006035092985,200.0,,595.0,1.1919987193019705,1.0374131085535865,sensitivity comparison only
mega_heterogeneous_storage_00603,heterogeneous storage,mixed4,1.0,5.0,1005.0,0.8828097666460045,0.8992764065941801,,none,100.0,98.59006035092996,200.0,,497.5,1.4947334268430552,0.8852627797335375,sensitivity comparison only
mega_heterogeneous_storage_00604,heterogeneous storage,mixed4,5.0,10.0,1205.0,0.176460958188567,0.2818253066044662,,none,220.4540768504863,220.4540768504863,200.0,,592.5,1.1836415276599037,0.9748713407006878,sensitivity comparison only
mega_heterogeneous_storage_00605,heterogeneous storage,sparse3,5.0,7.5,605.0,0.4070975109812007,0.3906740346768914,,none,220.4540768504861,220.4540768504861,200.0,,295.0,1.0884472290678986,1.0098553184194796,sensitivity comparison only
mega_heterogeneous_storage_00606,heterogeneous storage,dense5,10.0,5.0,1005.0,0.8593376383932976,0.303987659918797,,none,311.76914536239786,311.76914536239786,200.0,,497.5,1.2117559622649199,0.9771270579956047,sensitivity comparison only
mega_heterogeneous_storage_00607,heterogeneous storage,far4,10.0,5.0,1005.0,1.0007441760299542,0.9022113495968146,,none,311.76914536239764,311.76914536239764,200.0,,497.5,1.8121379403156292,0.9596897241281173,sensitivity comparison only
mega_heterogeneous_storage_00608,heterogeneous storage,near4,10.0,5.0,1005.0,0.5617762543249515,0.973089465575044,,none,311.76914536239786,311.76914536239786,50.0,,497.5,1.2504732703600612,1.0288359492123997,sensitivity comparison only
mega_heterogeneous_storage_00609,heterogeneous storage,mixed4,10.0,10.0,1005.0,1.0746264113643045,0.4044658943981455,,none,311.7691453623974,311.7691453623974,200.0,,492.5,1.5383234753349928,0.7557151177230467,sensitivity comparison only
mega_heterogeneous_storage_00610,heterogeneous storage,near4,10.0,7.5,1005.0,0.6714141663170092,0.4353643329879746,,none,311.769145362398,311.769145362398,50.0,,495.0,1.2366463003209747,1.0659715274538344,sensitivity comparison only
mega_heterogeneous_storage_00611,heterogeneous storage,standard4,1.0,10.0,605.0,0.8385665469744827,0.550600323298768,,none,98.5900603509298,98.5900603509298,100.0,,292.5,1.4480758785723513,0.8287705196068695,sensitivity comparison only
mega_heterogeneous_storage_00612,heterogeneous storage,dense5,2.0,10.0,605.0,0.6999030225001873,0.5587879405356055,,none,139.42740046346685,139.42740046346685,200.0,,292.5,1.2295278731273669,1.00057720889934,sensitivity comparison only
mega_heterogeneous_storage_00613,heterogeneous storage,mixed4,5.0,7.5,1005.0,0.6197035594738021,0.6959285649913319,,none,220.4540768504861,220.4540768504861,200.0,,495.0,1.24453291612478,0.8989949885306007,sensitivity comparison only
mega_heterogeneous_storage_00614,heterogeneous storage,far4,2.0,5.0,805.0,0.3993552801704905,0.3977569240287412,,none,139.42740046346694,139.42740046346694,200.0,,397.5,1.3025072829741537,1.002973867451057,sensitivity comparison only
mega_heterogeneous_storage_00615,heterogeneous storage,far4,2.0,5.0,1205.0,0.995115916701904,0.7256030413650262,,none,139.4274004634671,139.4274004634671,200.0,,597.5,1.396299061916412,0.9741992597152329,sensitivity comparison only
mega_heterogeneous_storage_00616,heterogeneous storage,sparse3,5.0,7.5,605.0,0.8440142286968513,0.3100771062807247,,none,220.45407685048602,220.45407685048602,200.0,,295.0,1.334258381805235,1.0593251605913927,sensitivity comparison only
mega_heterogeneous_storage_00617,heterogeneous storage,near4,10.0,7.5,605.0,1.0886773822161386,0.1473402559861093,,none,295.0,311.76914536239775,50.0,,295.0,2.4923183318065765,0.6576535409032275,sensitivity comparison only
mega_heterogeneous_storage_00618,heterogeneous storage,dense5,1.0,7.5,805.0,0.3671697337798772,0.8987409774002063,,none,100.0,98.5900603509298,200.0,,395.0,1.290108792594788,1.009619726730532,sensitivity comparison only
mega_heterogeneous_storage_00619,heterogeneous storage,near4,2.0,7.5,805.0,0.9248131254381272,0.8154656627258428,,none,139.42740046346685,139.42740046346685,50.0,,395.0,1.2086928390093081,0.9988042449771,sensitivity comparison only
mega_heterogeneous_storage_00620,heterogeneous storage,standard4,10.0,5.0,1205.0,0.8644777339567513,0.3579516118543711,,none,311.76914536239786,311.76914536239786,100.0,,597.5,1.5361914223746826,0.9728708924205782,sensitivity comparison only
mega_heterogeneous_storage_00621,heterogeneous storage,near4,10.0,10.0,805.0,0.5485009918049556,0.2561200602860239,,none,311.769145362398,311.769145362398,50.0,,392.5,1.199393056036596,0.9414547110144215,sensitivity comparison only
mega_heterogeneous_storage_00622,heterogeneous storage,standard4,10.0,7.5,1205.0,1.0620662915996897,0.8796918906336686,,none,311.76914536239786,311.76914536239786,100.0,,595.0,1.6953020987584695,1.3366420333495026,sensitivity comparison only
mega_heterogeneous_storage_00623,heterogeneous storage,mixed4,5.0,10.0,605.0,0.5746772032508071,0.7348292386045023,,none,220.4540768504859,220.4540768504859,200.0,,292.5,1.209410375891499,0.9596873071214649,sensitivity comparison only
mega_heterogeneous_storage_00624,heterogeneous storage,mixed4,5.0,7.5,1005.0,1.127569421727456,0.1417744776902471,,none,220.45407685048568,220.45407685048568,200.0,,495.0,1.2691910177875794,1.0198594955327613,sensitivity comparison only
mega_heterogeneous_storage_00625,heterogeneous storage,standard4,2.0,10.0,805.0,0.6610052942087696,0.3138789272739939,,none,139.4274004634671,139.4274004634671,100.0,,392.5,1.1924703977307023,0.9934119024256908,sensitivity comparison only
mega_heterogeneous_storage_00626,heterogeneous storage,standard4,5.0,5.0,605.0,0.8695237349428416,0.1983773196900033,,none,220.45407685048602,220.45407685048602,100.0,,297.5,2.168054649337347,1.0872319331463756,sensitivity comparison only
mega_heterogeneous_storage_00627,heterogeneous storage,sparse3,2.0,10.0,605.0,0.9590893037302568,0.2715107688835885,,none,139.42740046346705,139.42740046346705,200.0,,292.5,1.7813765016484515,1.0646765885068632,sensitivity comparison only
mega_heterogeneous_storage_00628,heterogeneous storage,far4,5.0,5.0,605.0,0.665492839241617,0.6389596542011279,,none,220.4540768504861,220.4540768504861,200.0,,297.5,1.5075018426925872,0.8350647671011623,sensitivity comparison only
mega_heterogeneous_storage_00629,heterogeneous storage,standard4,5.0,10.0,405.0,0.6736790448364782,0.166983900344187,,none,192.5,220.4540768504861,100.0,,192.5,1.197250875748382,0.9931729215609808,sensitivity comparison only
mega_heterogeneous_storage_00630,heterogeneous storage,near4,10.0,10.0,405.0,0.5399044749677114,0.1224282095109204,,none,192.5,311.769145362398,50.0,,192.5,1.2897868024105628,1.0834584267435439,sensitivity comparison only
mega_heterogeneous_storage_00631,heterogeneous storage,mixed4,5.0,10.0,1205.0,1.0266511182515383,0.1423236727554053,,none,220.4540768504861,220.4540768504861,200.0,,592.5,4.190628680896922,0.8368602282211043,sensitivity comparison only
mega_heterogeneous_storage_00632,heterogeneous storage,mixed4,1.0,10.0,805.0,1.0413896339724509,0.429365528187885,,none,100.0,98.59006035092993,200.0,,392.5,1.8990341466817247,0.9180157615678443,sensitivity comparison only
mega_heterogeneous_storage_00633,heterogeneous storage,near4,5.0,5.0,805.0,0.9708209534790722,0.450949006872073,,none,220.4540768504859,220.4540768504859,50.0,,397.5,2.1774619228490346,0.9413665246995546,sensitivity comparison only
mega_heterogeneous_storage_00634,heterogeneous storage,far4,2.0,5.0,805.0,0.669529781266575,0.4770141637256687,,none,139.42740046346705,139.42740046346705,200.0,,397.5,1.2204039667265663,0.9972753573434737,sensitivity comparison only
mega_heterogeneous_storage_00635,heterogeneous storage,mixed4,10.0,5.0,605.0,0.5034479589748696,0.9633847881030496,,none,297.5,311.76914536239786,200.0,,297.5,1.2334412607534848,1.0001555960305781,sensitivity comparison only
mega_heterogeneous_storage_00636,heterogeneous storage,standard4,5.0,7.5,405.0,0.9858347217519764,0.4374059014903281,,none,195.0,220.4540768504861,100.0,,195.0,1.4244844803219034,0.9430681343762983,sensitivity comparison only
mega_heterogeneous_storage_00637,heterogeneous storage,mixed4,2.0,7.5,1005.0,1.0970254748311077,0.9867642727266268,,none,139.42740046346694,139.42740046346694,200.0,,495.0,2.6133009442964545,1.0087851572953657,sensitivity comparison only
mega_heterogeneous_storage_00638,heterogeneous storage,sparse3,1.0,7.5,805.0,0.3754514363068729,0.8141110194869526,,none,100.0,98.59006035092989,200.0,,395.0,1.2323852577062535,1.0112900370190943,sensitivity comparison only
mega_heterogeneous_storage_00639,heterogeneous storage,dense5,1.0,10.0,605.0,0.5382620781866472,0.9427326354752184,,none,100.0,98.5900603509298,200.0,,292.5,1.2314750008965794,0.9611204436193234,sensitivity comparison only
mega_heterogeneous_storage_00640,heterogeneous storage,mixed4,2.0,5.0,605.0,1.0211244378623805,0.3926621135126157,,none,139.427400463467,139.427400463467,200.0,,297.5,1.7075200840143572,1.0190499766958427,sensitivity comparison only
mega_heterogeneous_storage_00641,heterogeneous storage,far4,1.0,7.5,805.0,0.4345273667878714,0.7647675803475501,,none,100.0,98.5900603509298,200.0,,395.0,1.3299048190410843,0.9542077794234761,sensitivity comparison only
mega_heterogeneous_storage_00642,heterogeneous storage,mixed4,5.0,5.0,605.0,0.7028303642954534,0.7399939278487904,,none,220.45407685048602,220.45407685048602,200.0,,297.5,1.2377720024872614,1.051442196992809,sensitivity comparison only
mega_heterogeneous_storage_00643,heterogeneous storage,mixed4,5.0,7.5,605.0,0.9327678399285394,0.4069942485519909,,none,220.45407685048602,220.45407685048602,200.0,,295.0,1.3253302746606337,1.010566248796639,sensitivity comparison only
mega_heterogeneous_storage_00644,heterogeneous storage,sparse3,10.0,10.0,805.0,0.998067086716148,0.6178393586098095,,none,311.76914536239786,311.76914536239786,200.0,,392.5,1.4676375919408151,1.3231583183414637,sensitivity comparison only
mega_heterogeneous_storage_00645,heterogeneous storage,sparse3,2.0,10.0,1005.0,0.2700765197720094,0.5212903370000834,,none,139.42740046346705,139.42740046346705,200.0,,492.5,1.1704549577308774,0.9993808518372435,sensitivity comparison only
mega_heterogeneous_storage_00646,heterogeneous storage,far4,2.0,5.0,605.0,0.6137989430520492,0.9051751600915572,,none,139.427400463467,139.427400463467,200.0,,297.5,1.192324160508406,0.9841754604174329,sensitivity comparison only
mega_heterogeneous_storage_00647,heterogeneous storage,far4,10.0,10.0,605.0,0.6276962526307845,0.1853959587581396,,none,292.5,311.76914536239775,200.0,,292.5,1.1995453734132266,1.0513042581292555,sensitivity comparison only
mega_heterogeneous_storage_00648,heterogeneous storage,far4,1.0,5.0,805.0,1.165682925943036,0.4742395277927902,,none,100.0,98.59006035092985,200.0,,397.5,1.89152272940228,0.8924908925051627,sensitivity comparison only
mega_heterogeneous_storage_00649,heterogeneous storage,standard4,1.0,7.5,1005.0,0.8899609338684338,0.5526042062657115,,none,98.59006035092993,98.59006035092993,100.0,,495.0,1.2276670775446115,0.9790554128289818,sensitivity comparison only
mega_heterogeneous_storage_00650,heterogeneous storage,dense5,2.0,10.0,605.0,0.4879849906463165,0.2598965719313897,,none,139.427400463467,139.427400463467,200.0,,292.5,1.2867560842249866,0.9970983783109407,sensitivity comparison only
mega_heterogeneous_storage_00651,heterogeneous storage,near4,1.0,10.0,1005.0,0.653566693629317,0.5795992871054364,,none,98.59006035092993,98.59006035092993,50.0,,492.5,1.2046325219711675,1.0236141974638522,sensitivity comparison only
mega_heterogeneous_storage_00652,heterogeneous storage,standard4,1.0,7.5,405.0,0.7902818745298704,0.1549675726287988,,none,98.59006035092985,98.59006035092985,100.0,,195.0,1.294414257721556,1.1312091725676638,sensitivity comparison only
mega_heterogeneous_storage_00653,heterogeneous storage,near4,10.0,7.5,605.0,0.374186679363729,0.8298549613088266,,none,295.0,311.76914536239775,50.0,,295.0,1.209478891250613,0.9318217028342552,sensitivity comparison only
mega_heterogeneous_storage_00654,heterogeneous storage,mixed4,1.0,5.0,605.0,0.4889193504782854,0.5833734477928406,,none,100.0,98.59006035092993,200.0,,297.5,1.1174128837269213,1.1174128837269213,sensitivity comparison only
mega_heterogeneous_storage_00655,heterogeneous storage,standard4,2.0,7.5,805.0,0.570516719899159,0.2437776433527705,,none,139.42740046346685,139.42740046346685,100.0,,395.0,1.1331444667483184,1.004957642526084,sensitivity comparison only
mega_heterogeneous_storage_00656,heterogeneous storage,sparse3,2.0,5.0,805.0,1.1039834133537978,0.5975057616225546,,none,139.42740046346694,139.42740046346694,200.0,,397.5,2.825517109631619,1.0265848138672868,sensitivity comparison only
mega_heterogeneous_storage_00657,heterogeneous storage,sparse3,5.0,7.5,605.0,0.957781798717394,0.1060012639862794,,none,220.4540768504859,220.4540768504859,200.0,,295.0,1.781667177811077,1.2305389308485,sensitivity comparison only
mega_heterogeneous_storage_00658,heterogeneous storage,far4,1.0,7.5,605.0,0.4620402801758966,0.473366856370401,,none,100.0,98.59006035092985,200.0,,295.0,1.2061281758305942,0.9719360455988801,sensitivity comparison only
mega_heterogeneous_storage_00659,heterogeneous storage,mixed4,10.0,5.0,805.0,0.2190615484290943,0.5611957659413663,,none,311.76914536239764,311.76914536239764,200.0,,397.5,1.1650887193481823,0.9785527166640954,sensitivity comparison only
mega_heterogeneous_storage_00660,heterogeneous storage,standard4,1.0,5.0,805.0,0.5271047193599273,0.6210556594861731,,none,98.59006035092985,98.59006035092985,100.0,,397.5,1.1668370635560543,0.9536320312410299,sensitivity comparison only
mega_heterogeneous_storage_00661,heterogeneous storage,near4,1.0,5.0,605.0,0.6954375634712985,0.414483559533869,,none,98.59006035092989,98.59006035092989,50.0,,297.5,1.1928199470772622,1.0232804063564458,sensitivity comparison only
mega_heterogeneous_storage_00662,heterogeneous storage,standard4,2.0,7.5,1005.0,0.4659671727679331,0.2467718198059608,,none,139.427400463467,139.427400463467,100.0,,495.0,1.3864893125248805,0.9872109899457556,sensitivity comparison only
mega_heterogeneous_storage_00663,heterogeneous storage,standard4,10.0,10.0,605.0,0.6426618540323524,0.1252203448986645,,none,292.5,311.769145362398,100.0,,292.5,1.2137485557775993,1.0182629560483833,sensitivity comparison only
mega_heterogeneous_storage_00664,heterogeneous storage,mixed4,2.0,7.5,605.0,0.7871408839557695,0.3006021132829121,,none,139.427400463467,139.427400463467,200.0,,295.0,1.4654025357008735,0.9828449019416414,sensitivity comparison only
mega_heterogeneous_storage_00665,heterogeneous storage,mixed4,5.0,5.0,805.0,0.3257116097010369,0.4706868611928775,,none,220.45407685048582,220.45407685048582,200.0,,397.5,1.1969314083417206,1.0250621318674478,sensitivity comparison only
mega_heterogeneous_storage_00666,heterogeneous storage,standard4,10.0,10.0,1205.0,0.7082588568887772,0.4862333539977617,,none,311.76914536239775,311.76914536239775,100.0,,592.5,1.300241767828517,0.9903003934903755,sensitivity comparison only
mega_heterogeneous_storage_00667,heterogeneous storage,mixed4,10.0,7.5,605.0,0.7333140757485037,0.7904528913765931,,none,295.0,311.76914536239786,200.0,,295.0,1.728849775574274,0.848216886350226,sensitivity comparison only
mega_heterogeneous_storage_00668,heterogeneous storage,sparse3,10.0,5.0,805.0,0.5982313896568641,0.4515176475817657,,none,311.76914536239775,311.76914536239775,200.0,,397.5,1.2091538227347467,0.9952574804225177,sensitivity comparison only
mega_heterogeneous_storage_00669,heterogeneous storage,far4,1.0,10.0,1205.0,0.8517149146097407,0.6704529119880398,,none,100.0,98.59006035092993,200.0,,592.5,1.2863635452175315,1.069567694337673,sensitivity comparison only
mega_heterogeneous_storage_00670,heterogeneous storage,standard4,5.0,10.0,1205.0,0.5766602564937392,0.9742618021877474,,none,220.4540768504859,220.4540768504859,100.0,,592.5,1.227089564698634,0.9002428700383188,sensitivity comparison only
mega_heterogeneous_storage_00671,heterogeneous storage,sparse3,10.0,5.0,605.0,0.1579284759731823,0.4685757045548456,,none,297.5,311.76914536239786,200.0,,297.5,1.1587893400686375,1.0026301038055043,sensitivity comparison only
mega_heterogeneous_storage_00672,heterogeneous storage,near4,10.0,7.5,1005.0,1.1998204887222597,0.8743973782510934,,none,311.76914536239815,311.76914536239815,50.0,,495.0,2.9759463151808525,0.9460695992822201,sensitivity comparison only
mega_heterogeneous_storage_00673,heterogeneous storage,standard4,10.0,5.0,605.0,0.3154126680059055,0.2925947047264917,,none,297.5,311.76914536239786,100.0,,297.5,1.2446924059171458,0.9203033851174556,sensitivity comparison only
mega_heterogeneous_storage_00674,heterogeneous storage,standard4,2.0,10.0,1205.0,0.9075947026344292,0.1295658937865438,,none,139.42740046346705,139.42740046346705,100.0,,592.5,1.44938506096906,0.9754663537435484,sensitivity comparison only
mega_heterogeneous_storage_00675,heterogeneous storage,near4,10.0,10.0,1205.0,0.2545554476256317,0.2549318149815629,,none,311.769145362398,311.769145362398,50.0,,592.5,1.3056565716557522,1.1106676520409733,sensitivity comparison only
mega_heterogeneous_storage_00676,heterogeneous storage,near4,2.0,10.0,405.0,0.7527842144371635,0.6624052054983816,,none,139.4274004634671,139.4274004634671,50.0,,192.5,1.250504503695416,0.9912341978809139,sensitivity comparison only
mega_heterogeneous_storage_00677,heterogeneous storage,mixed4,10.0,7.5,1205.0,0.1567385543811455,0.8692567140542242,,none,311.76914536239775,311.76914536239775,200.0,,595.0,1.220961638733555,1.0321544646065806,sensitivity comparison only
mega_heterogeneous_storage_00678,heterogeneous storage,dense5,10.0,5.0,805.0,1.025151500480451,0.4913276588402332,,none,311.76914536239775,311.76914536239775,200.0,,397.5,3.0969547222116884,0.633320050195096,sensitivity comparison only
mega_heterogeneous_storage_00679,heterogeneous storage,sparse3,5.0,10.0,805.0,1.1151196490136217,0.8234413227496735,,none,220.4540768504861,220.4540768504861,200.0,,392.5,2.444405320124515,1.0027555035678808,sensitivity comparison only
mega_heterogeneous_storage_00680,heterogeneous storage,mixed4,1.0,5.0,605.0,0.4122241710441373,0.3889734682151373,,none,100.0,98.59006035092989,200.0,,297.5,1.3936727491587029,0.9526727997637159,sensitivity comparison only
