scenario_id,scenario_class,obs_layout,duration_days,dx_m,domain_m,sigma_ln_k,sigma_ln_s,leakage_b_m,boundary_type,support_effective_radius_m,support_diffusion_radius_m,support_observation_max_radius_m,support_leakage_limit_m,support_boundary_limit_m,support_target_spread,fixed_radius_130m_T_ratio_to_effective,fixed_130m_reference_status
mega_vertical_leakage_00088,vertical leakage,far4,2.0,5.0,805.0,0.0,0.0,67.16081556793029,none,100.0,139.4274004634673,200.0,67.16081556793029,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00089,vertical leakage,sparse3,2.0,7.5,805.0,0.0,0.0,219.33078971002612,none,139.42740046346722,139.42740046346722,200.0,219.33078971002612,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00090,vertical leakage,dense5,10.0,5.0,1205.0,0.0,0.0,110.56069624492171,none,110.56069624492171,311.76914536239894,200.0,110.56069624492171,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00091,vertical leakage,mixed4,1.0,7.5,805.0,0.0,0.0,100.36475670239388,none,100.0,98.59006035093006,200.0,100.36475670239388,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00092,vertical leakage,near4,1.0,7.5,1205.0,0.0,0.0,55.05306674366391,none,55.05306674366391,98.5900603509301,50.0,55.05306674366391,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00093,vertical leakage,sparse3,2.0,5.0,1005.0,0.0,0.0,145.6562830165331,none,139.42740046346736,139.42740046346736,200.0,145.6562830165331,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00094,vertical leakage,dense5,1.0,7.5,605.0,0.0,0.0,90.83427387451545,none,100.0,98.59006035093006,200.0,90.83427387451545,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00095,vertical leakage,standard4,2.0,10.0,605.0,0.0,0.0,83.15911703499005,none,83.15911703499005,139.42740046346714,100.0,83.15911703499005,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00096,vertical leakage,standard4,5.0,5.0,605.0,0.0,0.0,69.55937404007692,none,69.55937404007692,220.4540768504865,100.0,69.55937404007692,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00097,vertical leakage,mixed4,2.0,10.0,1205.0,0.0,0.0,25.465296825427497,none,100.0,139.4274004634673,200.0,25.465296825427497,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00098,vertical leakage,mixed4,1.0,7.5,1005.0,0.0,0.0,75.81649872517502,none,100.0,98.5900603509301,200.0,75.81649872517502,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00099,vertical leakage,mixed4,5.0,5.0,605.0,0.0,0.0,32.40823638216295,none,100.0,220.4540768504865,200.0,32.40823638216295,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00100,vertical leakage,near4,10.0,10.0,1205.0,0.0,0.0,143.7052917450531,none,143.7052917450531,311.76914536239855,50.0,143.7052917450531,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00101,vertical leakage,sparse3,1.0,10.0,1205.0,0.0,0.0,64.61951486197354,none,100.0,98.5900603509301,200.0,64.61951486197354,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00102,vertical leakage,far4,5.0,5.0,605.0,0.0,0.0,45.5038670611984,none,100.0,220.4540768504865,200.0,45.5038670611984,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00103,vertical leakage,sparse3,10.0,5.0,805.0,0.0,0.0,74.93404878574627,none,100.0,311.76914536239855,200.0,74.93404878574627,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00104,vertical leakage,mixed4,2.0,5.0,1005.0,0.0,0.0,219.01370340143748,none,139.42740046346736,139.42740046346736,200.0,219.01370340143748,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00105,vertical leakage,near4,2.0,7.5,605.0,0.0,0.0,165.74514548897113,none,139.42740046346722,139.42740046346722,50.0,165.74514548897113,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00106,vertical leakage,dense5,5.0,10.0,605.0,0.0,0.0,31.12019212281231,none,100.0,220.45407685048622,200.0,31.12019212281231,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00107,vertical leakage,sparse3,10.0,5.0,605.0,0.0,0.0,141.2132859532843,none,141.2132859532843,311.76914536239855,200.0,141.2132859532843,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00108,vertical leakage,dense5,10.0,5.0,605.0,0.0,0.0,30.17816740334531,none,100.0,311.76914536239855,200.0,30.17816740334531,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00109,vertical leakage,standard4,1.0,5.0,1005.0,0.0,0.0,213.58991063013133,none,98.59006035093014,98.59006035093014,100.0,213.58991063013133,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00110,vertical leakage,far4,1.0,7.5,605.0,0.0,0.0,82.96256756964343,none,100.0,98.59006035093006,200.0,82.96256756964343,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00111,vertical leakage,near4,1.0,5.0,405.0,0.0,0.0,167.22218742989077,none,98.59006035093006,98.59006035093006,50.0,167.22218742989077,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00112,vertical leakage,sparse3,10.0,5.0,605.0,0.0,0.0,142.36035985305816,none,142.36035985305816,311.76914536239855,200.0,142.36035985305816,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00113,vertical leakage,near4,1.0,5.0,605.0,0.0,0.0,27.301820539029453,none,27.301820539029453,98.5900603509301,50.0,27.301820539029453,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00114,vertical leakage,mixed4,1.0,10.0,805.0,0.0,0.0,44.99490472979586,none,100.0,98.59006035093006,200.0,44.99490472979586,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00115,vertical leakage,mixed4,5.0,7.5,805.0,0.0,0.0,114.45738632743914,none,114.45738632743914,220.4540768504864,200.0,114.45738632743914,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00116,vertical leakage,standard4,1.0,10.0,1005.0,0.0,0.0,28.89152574786617,none,50.0,98.5900603509301,100.0,28.89152574786617,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00117,vertical leakage,sparse3,5.0,10.0,805.0,0.0,0.0,241.3782086904412,none,220.4540768504864,220.4540768504864,200.0,241.3782086904412,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00118,vertical leakage,near4,10.0,10.0,605.0,0.0,0.0,102.24985916354132,none,102.24985916354132,311.76914536239815,50.0,102.24985916354132,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00119,vertical leakage,standard4,10.0,7.5,1005.0,0.0,0.0,52.43442207287619,none,52.43442207287619,311.76914536239855,100.0,52.43442207287619,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00120,vertical leakage,mixed4,2.0,5.0,605.0,0.0,0.0,37.0195783356869,none,100.0,139.4274004634673,200.0,37.0195783356869,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00121,vertical leakage,dense5,10.0,7.5,605.0,0.0,0.0,125.11636855554195,none,125.11636855554195,311.7691453623984,200.0,125.11636855554195,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00122,vertical leakage,near4,2.0,7.5,1205.0,0.0,0.0,38.740206765992326,none,38.740206765992326,139.4274004634673,50.0,38.740206765992326,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00123,vertical leakage,mixed4,1.0,10.0,1005.0,0.0,0.0,54.057308148788806,none,100.0,98.5900603509301,200.0,54.057308148788806,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00124,vertical leakage,mixed4,2.0,10.0,605.0,0.0,0.0,168.0005731209,none,139.42740046346714,139.42740046346714,200.0,168.0005731209,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00125,vertical leakage,sparse3,1.0,7.5,605.0,0.0,0.0,45.62076071525768,none,100.0,98.59006035093006,200.0,45.62076071525768,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00126,vertical leakage,standard4,10.0,7.5,405.0,0.0,0.0,64.52803940801327,none,64.52803940801327,311.7691453623984,100.0,64.52803940801327,195.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00127,vertical leakage,dense5,10.0,10.0,1005.0,0.0,0.0,50.61688144845469,none,100.0,311.76914536239855,200.0,50.61688144845469,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00128,vertical leakage,near4,1.0,10.0,1005.0,0.0,0.0,51.65669648149154,none,51.65669648149154,98.5900603509301,50.0,51.65669648149154,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00129,vertical leakage,far4,2.0,10.0,1205.0,0.0,0.0,29.227858122729245,none,100.0,139.4274004634673,200.0,29.227858122729245,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00130,vertical leakage,mixed4,1.0,7.5,1205.0,0.0,0.0,57.98652256306442,none,100.0,98.5900603509301,200.0,57.98652256306442,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00131,vertical leakage,mixed4,5.0,5.0,605.0,0.0,0.0,80.43744178611917,none,100.0,220.4540768504865,200.0,80.43744178611917,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00132,vertical leakage,far4,5.0,7.5,605.0,0.0,0.0,63.34811310466027,none,100.0,220.4540768504864,200.0,63.34811310466027,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00133,vertical leakage,sparse3,5.0,5.0,1205.0,0.0,0.0,231.07318456701452,none,220.45407685048679,220.45407685048679,200.0,231.07318456701452,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00134,vertical leakage,dense5,10.0,5.0,605.0,0.0,0.0,87.63992809550022,none,100.0,311.76914536239855,200.0,87.63992809550022,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00135,vertical leakage,standard4,2.0,5.0,1205.0,0.0,0.0,121.85903296180246,none,121.85903296180246,139.42740046346748,100.0,121.85903296180246,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00136,vertical leakage,dense5,5.0,5.0,605.0,0.0,0.0,65.88054495494863,none,100.0,220.4540768504865,200.0,65.88054495494863,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00137,vertical leakage,dense5,2.0,5.0,805.0,0.0,0.0,87.74715834794678,none,100.0,139.4274004634673,200.0,87.74715834794678,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00138,vertical leakage,sparse3,10.0,7.5,605.0,0.0,0.0,88.77107948260335,none,100.0,311.7691453623984,200.0,88.77107948260335,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00139,vertical leakage,dense5,5.0,7.5,605.0,0.0,0.0,85.91659261696763,none,100.0,220.4540768504864,200.0,85.91659261696763,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00140,vertical leakage,near4,2.0,10.0,405.0,0.0,0.0,171.5673328910702,none,139.4274004634673,139.4274004634673,50.0,171.5673328910702,192.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00141,vertical leakage,far4,2.0,7.5,805.0,0.0,0.0,63.947769718210914,none,100.0,139.42740046346722,200.0,63.947769718210914,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00142,vertical leakage,sparse3,1.0,5.0,1005.0,0.0,0.0,229.3106228838731,none,100.0,98.59006035093014,200.0,229.3106228838731,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00143,vertical leakage,near4,1.0,10.0,805.0,0.0,0.0,38.3567108714032,none,38.3567108714032,98.59006035093006,50.0,38.3567108714032,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00144,vertical leakage,mixed4,10.0,5.0,1205.0,0.0,0.0,89.93233085678808,none,100.0,311.76914536239894,200.0,89.93233085678808,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00145,vertical leakage,far4,1.0,7.5,1005.0,0.0,0.0,166.4318003004501,none,100.0,98.5900603509301,200.0,166.4318003004501,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00146,vertical leakage,standard4,5.0,5.0,1205.0,0.0,0.0,232.17702277052936,none,220.45407685048679,220.45407685048679,100.0,232.17702277052936,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00147,vertical leakage,near4,5.0,5.0,605.0,0.0,0.0,235.7504551746968,none,220.4540768504865,220.4540768504865,50.0,235.7504551746968,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00148,vertical leakage,near4,5.0,5.0,1205.0,0.0,0.0,78.19825909780708,none,78.19825909780708,220.45407685048679,50.0,78.19825909780708,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00149,vertical leakage,sparse3,5.0,10.0,605.0,0.0,0.0,38.619509713782726,none,100.0,220.45407685048622,200.0,38.619509713782726,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00150,vertical leakage,far4,2.0,10.0,605.0,0.0,0.0,30.22442667954496,none,100.0,139.42740046346714,200.0,30.22442667954496,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00151,vertical leakage,near4,2.0,5.0,1005.0,0.0,0.0,44.18669834561321,none,44.18669834561321,139.42740046346736,50.0,44.18669834561321,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00152,vertical leakage,mixed4,5.0,7.5,1005.0,0.0,0.0,59.72599839951157,none,100.0,220.4540768504865,200.0,59.72599839951157,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00153,vertical leakage,sparse3,5.0,5.0,1205.0,0.0,0.0,62.68613512658477,none,100.0,220.45407685048679,200.0,62.68613512658477,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00154,vertical leakage,standard4,1.0,10.0,805.0,0.0,0.0,86.80424825063366,none,86.80424825063366,98.59006035093006,100.0,86.80424825063366,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00155,vertical leakage,near4,2.0,10.0,1005.0,0.0,0.0,43.64067097264301,none,43.64067097264301,139.4274004634673,50.0,43.64067097264301,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00156,vertical leakage,standard4,10.0,5.0,1005.0,0.0,0.0,145.14561181472573,none,145.14561181472573,311.7691453623987,100.0,145.14561181472573,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00157,vertical leakage,mixed4,1.0,5.0,605.0,0.0,0.0,33.17988359414656,none,100.0,98.5900603509301,200.0,33.17988359414656,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00158,vertical leakage,mixed4,2.0,5.0,605.0,0.0,0.0,32.623385048093205,none,100.0,139.4274004634673,200.0,32.623385048093205,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00159,vertical leakage,far4,1.0,10.0,1205.0,0.0,0.0,40.00877217751409,none,100.0,98.5900603509301,200.0,40.00877217751409,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00160,vertical leakage,standard4,5.0,10.0,1005.0,0.0,0.0,28.046454561718967,none,50.0,220.4540768504865,100.0,28.046454561718967,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00161,vertical leakage,far4,10.0,7.5,1205.0,0.0,0.0,28.42449488236732,none,100.0,311.76914536239855,200.0,28.42449488236732,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00162,vertical leakage,dense5,10.0,7.5,605.0,0.0,0.0,79.05131739802393,none,100.0,311.7691453623984,200.0,79.05131739802393,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00163,vertical leakage,far4,10.0,5.0,1005.0,0.0,0.0,41.436589534668045,none,100.0,311.7691453623987,200.0,41.436589534668045,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00164,vertical leakage,dense5,5.0,5.0,605.0,0.0,0.0,98.68423809713327,none,100.0,220.4540768504865,200.0,98.68423809713327,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00165,vertical leakage,dense5,5.0,10.0,1205.0,0.0,0.0,84.12681854329391,none,100.0,220.4540768504865,200.0,84.12681854329391,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00166,vertical leakage,mixed4,10.0,10.0,1005.0,0.0,0.0,26.44640989063005,none,100.0,311.76914536239855,200.0,26.44640989063005,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00167,vertical leakage,standard4,2.0,10.0,405.0,0.0,0.0,244.5326359207241,none,139.4274004634673,139.4274004634673,100.0,244.5326359207241,192.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00168,vertical leakage,dense5,10.0,7.5,1205.0,0.0,0.0,43.22647640169839,none,100.0,311.76914536239855,200.0,43.22647640169839,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00169,vertical leakage,far4,5.0,7.5,605.0,0.0,0.0,31.266848407335704,none,100.0,220.4540768504864,200.0,31.266848407335704,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00170,vertical leakage,dense5,1.0,7.5,805.0,0.0,0.0,69.3284979747407,none,100.0,98.59006035093006,200.0,69.3284979747407,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00171,vertical leakage,far4,10.0,5.0,605.0,0.0,0.0,40.40350231779205,none,100.0,311.76914536239855,200.0,40.40350231779205,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00172,vertical leakage,dense5,10.0,10.0,1205.0,0.0,0.0,28.950635351616462,none,100.0,311.76914536239855,200.0,28.950635351616462,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00173,vertical leakage,dense5,2.0,5.0,605.0,0.0,0.0,234.52426270734404,none,139.4274004634673,139.4274004634673,200.0,234.52426270734404,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00174,vertical leakage,near4,10.0,10.0,805.0,0.0,0.0,223.8025897467837,none,223.8025897467837,311.7691453623984,50.0,223.8025897467837,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00175,vertical leakage,near4,2.0,7.5,805.0,0.0,0.0,31.954413407861125,none,31.954413407861125,139.42740046346722,50.0,31.954413407861125,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00176,vertical leakage,far4,1.0,5.0,1205.0,0.0,0.0,34.3282773015524,none,100.0,98.59006035093023,200.0,34.3282773015524,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00177,vertical leakage,near4,1.0,7.5,1205.0,0.0,0.0,75.42881664930809,none,75.42881664930809,98.5900603509301,50.0,75.42881664930809,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00178,vertical leakage,near4,2.0,5.0,1205.0,0.0,0.0,129.95699068398784,none,129.95699068398784,139.42740046346748,50.0,129.95699068398784,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00179,vertical leakage,sparse3,5.0,7.5,605.0,0.0,0.0,76.41718291389654,none,100.0,220.4540768504864,200.0,76.41718291389654,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00180,vertical leakage,mixed4,10.0,5.0,1205.0,0.0,0.0,91.78796321461049,none,100.0,311.76914536239894,200.0,91.78796321461049,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00181,vertical leakage,standard4,1.0,10.0,1005.0,0.0,0.0,95.87657028269484,none,95.87657028269484,98.5900603509301,100.0,95.87657028269484,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00182,vertical leakage,dense5,2.0,5.0,1205.0,0.0,0.0,205.14298342145275,none,139.42740046346748,139.42740046346748,200.0,205.14298342145275,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00183,vertical leakage,mixed4,10.0,7.5,1205.0,0.0,0.0,128.4138946366161,none,128.4138946366161,311.76914536239855,200.0,128.4138946366161,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00184,vertical leakage,mixed4,2.0,7.5,605.0,0.0,0.0,42.02423083130776,none,100.0,139.42740046346722,200.0,42.02423083130776,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_vertical_leakage_00185,vertical leakage,near4,2.0,5.0,1005.0,0.0,0.0,142.9774816449862,none,139.42740046346736,139.42740046346736,50.0,142.9774816449862,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_vertical_leakage_00186,vertical leakage,sparse3,2.0,5.0,1005.0,0.0,0.0,42.72000011990601,none,100.0,139.42740046346736,200.0,42.72000011990601,497.5,1.0,1.0000000000000027,sensitivity comparison only
