scenario_id,scenario_class,ensemble_role,well,reference_solution,exactness,radius_m,bias_eta,sd_eta,rmse_m,max_abs_error_m,median_abs_error_m,pass_flag
strict_boundary_04,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,98.48857801796105,0.04165301422514248,0.09915495814017726,0.0018859956776671495,0.006717040712285793,6.955473470162998e-06,
strict_boundary_04,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,98.48857801796105,0.04165303083690307,0.09915495367505621,0.0018859956848539124,0.006717040622190973,6.955458399726703e-06,
strict_boundary_05,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,20.0,0.1036134111008106,0.205589926221185,0.006317985721941868,0.012889237088647199,0.003115160886997594,
strict_boundary_05,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,50.24937810560445,0.0436224182231993,0.11530861272771974,0.004740260334535413,0.013852448392929373,0.000680737558539643,
strict_boundary_05,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,100.4987562112089,0.041234761798925997,0.10323338629319093,0.002827777880093606,0.011966128946605259,5.795838657713489e-06,
strict_boundary_05,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,100.4987562112089,0.04123475589212056,0.10323338790878543,0.0028277783730343464,0.011966124021390884,5.795842969188833e-06,
strict_boundary_06,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,20.615528128088304,0.06931845065156608,0.16273568983093525,0.0069213686953505495,0.011966835970340428,0.003408219904584807,
strict_boundary_06,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,50.99019513592785,0.042417602716941304,0.11256840902027515,0.00435989812906318,0.011166517183466784,0.0006512308959073414,
strict_boundary_06,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,101.9803902718557,0.04287543756248406,0.1008434228256025,0.0018746927848322602,0.00712581844381735,4.713230585442684e-06,
strict_boundary_06,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,101.9803902718557,0.04287543799921061,0.1008434174544106,0.0018746896165246375,0.007125804147289083,4.713215948420162e-06,
strict_boundary_07,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,18.027756377319946,0.03191546198042451,0.12924655094557738,0.009353637825232896,0.014513494225647072,0.007965995267482075,
