scenario_class,pathway,n_scenarios,cov_M_T,cov_M_S,bias_factor_T,bias_factor_S,tail_relative_range_cov_M_T,tail_relative_range_cov_M_S,converged_flag
heterogeneous K,Lagging Darcy no-leakage,2,0.08295470972011819,0.08861264059419557,1.0710492587271092,0.9483313778143305,,,
heterogeneous K,Lagging Darcy no-leakage,3,0.07780983206482818,0.09047035310760888,1.0523777358911206,0.9839190270210407,,,
heterogeneous K,Lagging Darcy no-leakage,4,0.09769858516301881,0.1571170791658504,1.0421740492630238,1.060877439183159,,,
heterogeneous K,Lagging Darcy no-leakage,5,0.10858686618208735,0.16120702288118974,1.014083537285854,1.0734644636059103,,,
heterogeneous K,Lagging Darcy no-leakage,6,0.13477676252676948,0.1598849134391065,1.0014216140931385,1.0933002533397687,,,
heterogeneous K,Lagging Darcy no-leakage,7,0.12913443346818917,0.15471905636828354,1.000236333186246,1.0913768213080655,,,
heterogeneous K,Lagging Darcy no-leakage,8,0.2007199819978073,0.3262536633753969,0.9879488965392753,1.1944819423796542,,,
heterogeneous K,Lagging Darcy no-leakage,9,0.19690016796492107,0.30934537787368094,0.986742187221312,1.1769939898895758,,,
heterogeneous K,Lagging Darcy no-leakage,10,0.19364049095399696,0.29594400759126305,1.0026606314190771,1.175376843984858,0.036559972601454556,0.10241685929317891,True
heterogeneous K,Lagging Darcy with leakage,2,0.08299259069368138,0.08859978268590754,1.071068561254689,0.9483050596027008,,,
heterogeneous K,Lagging Darcy with leakage,3,0.07794516075800142,0.09043231178052691,1.0522781493194218,0.9838631325596052,,,
heterogeneous K,Lagging Darcy with leakage,4,0.11502708710201758,0.15125037386854284,1.0328092699956897,1.0564716279866486,,,
heterogeneous K,Lagging Darcy with leakage,5,0.12411908620535264,0.1568768493760705,1.0035604061358012,1.0685768573089716,,,
heterogeneous K,Lagging Darcy with leakage,6,0.16179096746789048,0.14948042395419894,0.98125403769901,1.0818118543407516,,,
heterogeneous K,Lagging Darcy with leakage,7,0.15328588961902911,0.14553561377285595,0.9829468685377989,1.0815387416599391,,,
